"Month","Master Index","Record Type","Master (Parent) CSJ","Individual Project CSJ","Has Multi-CSJs?","Sub-CSJ Count","Let Date","County","Highway","District","Project Type","Estimate ($)"
"2026-09","127","Master Contract","0101-01-070","0101-01-070","Yes (2 Sub-CSJs)","2",,"Bee",,,,"1470996.52"
"2026-09",,"Sub-CSJ Project","0101-01-070","0371-02-083","Sub-CSJ of 0101-01-070","Sub-CSJ #2",,"Bee",,,,".00"
"2026-09","128","Master Contract","6507-77-001","6507-77-001","No (Single CSJ)","1",,"Ector",,,,"458400"
"2026-09","129","Master Contract","6496-87-001","6496-87-001","No (Single CSJ)","1",,"Dallas",,,,"399840"
"2026-09","130","Master Contract","6492-74-001","6492-74-001","No (Single CSJ)","1",,"Taylor",,,,"937100"
"2026-09","131","Master Contract","0913-09-134","0913-09-134","Yes (3 Sub-CSJs)","3",,"Wharton",,,,"2343467.75"
"2026-09",,"Sub-CSJ Project","0913-09-134","0913-09-136","Sub-CSJ of 0913-09-134","Sub-CSJ #2",,"Wharton",,,,".00"
"2026-09",,"Sub-CSJ Project","0913-09-134","0913-09-135","Sub-CSJ of 0913-09-134","Sub-CSJ #3",,"Wharton",,,,".00"
"2026-09","132","Master Contract","6503-35-001","6503-35-001","No (Single CSJ)","1",,"Dallas",,,,"270375"
"2026-09","133","Master Contract","0228-05-072","0228-05-072","Yes (10 Sub-CSJs)","10",,"Andrews",,,,"18619756.05"
"2026-09",,"Sub-CSJ Project","0228-05-072","1718-05-019","Sub-CSJ of 0228-05-072","Sub-CSJ #2",,"Andrews",,,,".00"
"2026-09",,"Sub-CSJ Project","0228-05-072","1718-06-013","Sub-CSJ of 0228-05-072","Sub-CSJ #3",,"Andrews",,,,".00"
"2026-09",,"Sub-CSJ Project","0228-05-072","1717-01-012","Sub-CSJ of 0228-05-072","Sub-CSJ #4",,"Andrews",,,,".00"
"2026-09",,"Sub-CSJ Project","0228-05-072","0228-06-098","Sub-CSJ of 0228-05-072","Sub-CSJ #5",,"Andrews",,,,".00"
"2026-09",,"Sub-CSJ Project","0228-05-072","1718-07-048","Sub-CSJ of 0228-05-072","Sub-CSJ #6",,"Andrews",,,,".00"
"2026-09",,"Sub-CSJ Project","0228-05-072","1717-02-024","Sub-CSJ of 0228-05-072","Sub-CSJ #7",,"Andrews",,,,".00"
"2026-09",,"Sub-CSJ Project","0228-05-072","1081-01-020","Sub-CSJ of 0228-05-072","Sub-CSJ #8",,"Andrews",,,,".00"
"2026-09",,"Sub-CSJ Project","0228-05-072","0292-07-022","Sub-CSJ of 0228-05-072","Sub-CSJ #9",,"Andrews",,,,".00"
"2026-09",,"Sub-CSJ Project","0228-05-072","0004-02-075","Sub-CSJ of 0228-05-072","Sub-CSJ #10",,"Andrews",,,,".00"
"2026-09","134","Master Contract","6509-65-001","6509-65-001","No (Single CSJ)","1",,"Lubbock",,,,"180500"
"2026-09","135","Master Contract","6502-06-001","6502-06-001","No (Single CSJ)","1",,"Navarro",,,,"70000"
"2026-09","136","Master Contract","6503-05-001","6503-05-001","No (Single CSJ)","1",,"Collin",,,,"907550"
"2026-09","137","Master Contract","6506-19-001","6506-19-001","No (Single CSJ)","1",,"Brewster",,,,"232925"
"2026-09","138","Master Contract","6508-35-001","6508-35-001","No (Single CSJ)","1",,"San Saba",,,,"96120"
"2026-09","139","Master Contract","6500-62-001","6500-62-001","No (Single CSJ)","1",,"Comanche",,,,"984194.9"
"2026-09","140","Master Contract","6502-08-001","6502-08-001","No (Single CSJ)","1",,"Kaufman",,,,"425075"
"2026-09","141","Master Contract","6510-24-001","6510-24-001","No (Single CSJ)","1",,"Crosby",,,,"689620"
"2026-09","142","Master Contract","6500-50-001","6500-50-001","No (Single CSJ)","1",,"Ellis",,,,"1612410.27"
"2026-09","143","Master Contract","6509-97-001","6509-97-001","No (Single CSJ)","1",,"Caldwell",,,,"200000"
"2026-09","144","Master Contract","6505-02-001","6505-02-001","No (Single CSJ)","1",,"Hopkins",,,,"130930"
"2026-09","145","Master Contract","0902-00-368","0902-00-368","No (Single CSJ)","1",,"Parker",,,,"4975541.1"
"2026-09","146","Master Contract","0917-31-036","0917-31-036","Yes (2 Sub-CSJs)","2",,"Madison",,,,"1040840.1"
"2026-09",,"Sub-CSJ Project","0917-31-036","0917-31-037","Sub-CSJ of 0917-31-036","Sub-CSJ #2",,"Madison",,,,".00"
"2026-09","147","Master Contract","0276-04-033","0276-04-033","Yes (12 Sub-CSJs)","12",,"Zavala",,,,"8562314.29"
"2026-09",,"Sub-CSJ Project","0276-04-033","2012-02-018","Sub-CSJ of 0276-04-033","Sub-CSJ #2",,"Zavala",,,,".00"
"2026-09",,"Sub-CSJ Project","0276-04-033","0375-06-027","Sub-CSJ of 0276-04-033","Sub-CSJ #3",,"Zavala",,,,".00"
"2026-09",,"Sub-CSJ Project","0276-04-033","1229-01-083","Sub-CSJ of 0276-04-033","Sub-CSJ #4",,"Zavala",,,,".00"
"2026-09",,"Sub-CSJ Project","0276-04-033","0299-03-077","Sub-CSJ of 0276-04-033","Sub-CSJ #5",,"Zavala",,,,".00"
"2026-09",,"Sub-CSJ Project","0276-04-033","0412-06-022","Sub-CSJ of 0276-04-033","Sub-CSJ #6",,"Zavala",,,,".00"
"2026-09",,"Sub-CSJ Project","0276-04-033","1937-02-034","Sub-CSJ of 0276-04-033","Sub-CSJ #7",,"Zavala",,,,".00"
"2026-09",,"Sub-CSJ Project","0276-04-033","0236-02-021","Sub-CSJ of 0276-04-033","Sub-CSJ #8",,"Zavala",,,,".00"
"2026-09",,"Sub-CSJ Project","0276-04-033","0236-03-029","Sub-CSJ of 0276-04-033","Sub-CSJ #9",,"Zavala",,,,".00"
"2026-09",,"Sub-CSJ Project","0276-04-033","2484-01-008","Sub-CSJ of 0276-04-033","Sub-CSJ #10",,"Zavala",,,,".00"
"2026-09",,"Sub-CSJ Project","0276-04-033","0276-05-030","Sub-CSJ of 0276-04-033","Sub-CSJ #11",,"Zavala",,,,".00"
"2026-09",,"Sub-CSJ Project","0276-04-033","0652-01-042","Sub-CSJ of 0276-04-033","Sub-CSJ #12",,"Zavala",,,,".00"
"2026-09","148","Master Contract","6501-04-001","6501-04-001","No (Single CSJ)","1",,"Kimble",,,,"533850"
"2026-09","149","Master Contract","6506-99-001","6506-99-001","No (Single CSJ)","1",,"Washington",,,,"88800"
"2026-09","150","Master Contract","6506-01-001","6506-01-001","No (Single CSJ)","1",,"Hudspeth",,,,"59670"
"2026-09","151","Master Contract","6502-14-001","6502-14-001","No (Single CSJ)","1",,"Denton",,,,"156060"
"2026-09","152","Master Contract","6506-63-001","6506-63-001","No (Single CSJ)","1",,"Scurry",,,,"67939"
"2026-09","153","Master Contract","0039-10-095","0039-10-095","Yes (11 Sub-CSJs)","11",,"Cameron",,,,"4670785.3"
"2026-09",,"Sub-CSJ Project","0039-10-095","1057-01-016","Sub-CSJ of 0039-10-095","Sub-CSJ #2",,"Cameron",,,,".00"
"2026-09",,"Sub-CSJ Project","0039-10-095","3044-01-017","Sub-CSJ of 0039-10-095","Sub-CSJ #3",,"Cameron",,,,".00"
"2026-09",,"Sub-CSJ Project","0039-10-095","0775-01-021","Sub-CSJ of 0039-10-095","Sub-CSJ #4",,"Cameron",,,,".00"
"2026-09",,"Sub-CSJ Project","0039-10-095","1057-03-057","Sub-CSJ of 0039-10-095","Sub-CSJ #5",,"Cameron",,,,".00"
"2026-09",,"Sub-CSJ Project","0039-10-095","0331-02-061","Sub-CSJ of 0039-10-095","Sub-CSJ #6",,"Cameron",,,,".00"
"2026-09",,"Sub-CSJ Project","0039-10-095","3625-01-002","Sub-CSJ of 0039-10-095","Sub-CSJ #7",,"Cameron",,,,".00"
"2026-09",,"Sub-CSJ Project","0039-10-095","0860-01-022","Sub-CSJ of 0039-10-095","Sub-CSJ #8",,"Cameron",,,,".00"
"2026-09",,"Sub-CSJ Project","0039-10-095","0863-01-080","Sub-CSJ of 0039-10-095","Sub-CSJ #9",,"Cameron",,,,".00"
"2026-09",,"Sub-CSJ Project","0039-10-095","0433-05-027","Sub-CSJ of 0039-10-095","Sub-CSJ #10",,"Cameron",,,,".00"
"2026-09",,"Sub-CSJ Project","0039-10-095","2910-02-002","Sub-CSJ of 0039-10-095","Sub-CSJ #11",,"Cameron",,,,".00"
"2026-09","154","Master Contract","6508-87-001","6508-87-001","No (Single CSJ)","1",,"Tarrant",,,,"88170"
"2026-09","155","Master Contract","6499-28-001","6499-28-001","No (Single CSJ)","1",,"Williamson",,,,"965582.5"
"2026-09","156","Master Contract","6506-62-001","6506-62-001","No (Single CSJ)","1",,"Callahan",,,,"90550"
"2026-09","157","Master Contract","6498-35-001","6498-35-001","No (Single CSJ)","1",,"Collin",,,,"71867"
"2026-09","158","Master Contract","6506-37-001","6506-37-001","No (Single CSJ)","1",,"Orange",,,,"217790"
"2026-09","159","Master Contract","0185-01-046","0185-01-046","Yes (16 Sub-CSJs)","16",,"Bell",,,,"4616515.51"
"2026-09",,"Sub-CSJ Project","0185-01-046","0231-16-039","Sub-CSJ of 0185-01-046","Sub-CSJ #2",,"Bell",,,,".00"
"2026-09",,"Sub-CSJ Project","0185-01-046","3292-01-017","Sub-CSJ of 0185-01-046","Sub-CSJ #3",,"Bell",,,,".00"
"2026-09",,"Sub-CSJ Project","0185-01-046","0185-01-045","Sub-CSJ of 0185-01-046","Sub-CSJ #4",,"Bell",,,,".00"
"2026-09",,"Sub-CSJ Project","0185-01-046","0386-03-024","Sub-CSJ of 0185-01-046","Sub-CSJ #5",,"Bell",,,,".00"
"2026-09",,"Sub-CSJ Project","0185-01-046","0867-03-029","Sub-CSJ of 0185-01-046","Sub-CSJ #6",,"Bell",,,,".00"
"2026-09",,"Sub-CSJ Project","0185-01-046","3027-01-007","Sub-CSJ of 0185-01-046","Sub-CSJ #7",,"Bell",,,,".00"
"2026-09",,"Sub-CSJ Project","0185-01-046","1077-01-029","Sub-CSJ of 0185-01-046","Sub-CSJ #8",,"Bell",,,,".00"
"2026-09",,"Sub-CSJ Project","0185-01-046","1192-03-018","Sub-CSJ of 0185-01-046","Sub-CSJ #9",,"Bell",,,,".00"
"2026-09",,"Sub-CSJ Project","0185-01-046","1373-01-014","Sub-CSJ of 0185-01-046","Sub-CSJ #10",,"Bell",,,,".00"
"2026-09",,"Sub-CSJ Project","0185-01-046","1658-01-012","Sub-CSJ of 0185-01-046","Sub-CSJ #11",,"Bell",,,,".00"
"2026-09",,"Sub-CSJ Project","0185-01-046","0774-03-017","Sub-CSJ of 0185-01-046","Sub-CSJ #12",,"Bell",,,,".00"
"2026-09",,"Sub-CSJ Project","0185-01-046","2059-02-014","Sub-CSJ of 0185-01-046","Sub-CSJ #13",,"Bell",,,,".00"
"2026-09",,"Sub-CSJ Project","0185-01-046","3032-01-008","Sub-CSJ of 0185-01-046","Sub-CSJ #14",,"Bell",,,,".00"
"2026-09",,"Sub-CSJ Project","0185-01-046","2395-01-014","Sub-CSJ of 0185-01-046","Sub-CSJ #15",,"Bell",,,,".00"
"2026-09",,"Sub-CSJ Project","0185-01-046","2395-01-015","Sub-CSJ of 0185-01-046","Sub-CSJ #16",,"Bell",,,,".00"
"2026-09","160","Master Contract","6509-24-001","6509-24-001","No (Single CSJ)","1",,"Haskell",,,,"2570698.5"
"2026-09","161","Master Contract","2121-02-166","2121-02-166","No (Single CSJ)","1",,"El Paso",,,,"0"
"2026-09","162","Master Contract","6504-69-001","6504-69-001","No (Single CSJ)","1",,"Wood",,,,"967500"
"2026-09","163","Master Contract","0050-09-099","0050-09-099","Yes (4 Sub-CSJs)","4",,"Harris",,,,"4823008.54"
"2026-09",,"Sub-CSJ Project","0050-09-099","0050-08-105","Sub-CSJ of 0050-09-099","Sub-CSJ #2",,"Harris",,,,".00"
"2026-09",,"Sub-CSJ Project","0050-09-099","0114-12-018","Sub-CSJ of 0050-09-099","Sub-CSJ #3",,"Harris",,,,".00"
"2026-09",,"Sub-CSJ Project","0050-09-099","0050-06-109","Sub-CSJ of 0050-09-099","Sub-CSJ #4",,"Harris",,,,".00"
"2026-09","164","Master Contract","6508-21-001","6508-21-001","No (Single CSJ)","1",,"Comanche",,,,"437112"
"2026-09","165","Master Contract","6507-73-001","6507-73-001","No (Single CSJ)","1",,"Ector",,,,"25000"
"2026-09","166","Master Contract","6500-89-001","6500-89-001","No (Single CSJ)","1",,"Lavaca",,,,"275604"
"2026-09","167","Master Contract","0337-03-020","0337-03-020","No (Single CSJ)","1",,"Williamson",,,,"2537276.2"
"2026-09","168","Master Contract","6498-20-001","6498-20-001","No (Single CSJ)","1",,"Travis",,,,"908690.5"
"2026-09","169","Master Contract","6503-98-001","6503-98-001","No (Single CSJ)","1",,"Hunt",,,,"348800"
"2026-09","170","Master Contract","6507-74-001","6507-74-001","No (Single CSJ)","1",,"Midland",,,,"25000"
"2026-09","171","Master Contract","6504-66-001","6504-66-001","No (Single CSJ)","1",,"Navarro",,,,"1"
"2026-09","172","Master Contract","6506-24-001","6506-24-001","No (Single CSJ)","1",,"La Salle",,,,"1268533.2"
"2026-09","173","Master Contract","0056-02-034","0056-02-034","Yes (8 Sub-CSJs)","8",,"Limestone",,,,"8515419.89"
"2026-09",,"Sub-CSJ Project","0056-02-034","0398-04-078","Sub-CSJ of 0056-02-034","Sub-CSJ #2",,"Limestone",,,,".00"
"2026-09",,"Sub-CSJ Project","0056-02-034","0231-03-159","Sub-CSJ of 0056-02-034","Sub-CSJ #3",,"Limestone",,,,".00"
"2026-09",,"Sub-CSJ Project","0056-02-034","0093-07-023","Sub-CSJ of 0056-02-034","Sub-CSJ #4",,"Limestone",,,,".00"
"2026-09",,"Sub-CSJ Project","0056-02-034","0258-03-048","Sub-CSJ of 0056-02-034","Sub-CSJ #5",,"Limestone",,,,".00"
"2026-09",,"Sub-CSJ Project","0056-02-034","0121-03-067","Sub-CSJ of 0056-02-034","Sub-CSJ #6",,"Limestone",,,,".00"
"2026-09",,"Sub-CSJ Project","0056-02-034","1664-01-022","Sub-CSJ of 0056-02-034","Sub-CSJ #7",,"Limestone",,,,".00"
"2026-09",,"Sub-CSJ Project","0056-02-034","0056-03-067","Sub-CSJ of 0056-02-034","Sub-CSJ #8",,"Limestone",,,,".00"
"2026-09","174","Master Contract","6504-86-001","6504-86-001","No (Single CSJ)","1",,"Tom Green",,,,"87120"
"2026-09","175","Master Contract","2266-02-169","2266-02-169","No (Single CSJ)","1",,"Tarrant",,,,"5198453.23"
"2026-09","176","Master Contract","6496-52-001","6496-52-001","No (Single CSJ)","1",,"Blanco",,,,"2782000"
"2026-09","177","Master Contract","6502-44-001","6502-44-001","No (Single CSJ)","1",,"Kaufman",,,,"93820"
"2026-09","178","Master Contract","6507-16-001","6507-16-001","No (Single CSJ)","1",,"Washington",,,,"168000"
"2026-09","179","Master Contract","6508-40-001","6508-40-001","No (Single CSJ)","1",,"Tom Green",,,,"373411"
"2026-09","180","Master Contract","6494-48-001","6494-48-001","No (Single CSJ)","1",,"De Witt",,,,"522000"
"2026-09","181","Master Contract","6509-23-001","6509-23-001","No (Single CSJ)","1",,"Refugio",,,,"298000"
"2026-09","182","Master Contract","6507-29-001","6507-29-001","No (Single CSJ)","1",,"Polk",,,,"352650"
"2026-09","183","Master Contract","6509-60-001","6509-60-001","No (Single CSJ)","1",,"Eastland",,,,"475384"
"2026-09","184","Master Contract","6500-36-001","6500-36-001","No (Single CSJ)","1",,"Waller",,,,"218566.1"
"2026-09","185","Master Contract","3632-01-002","3632-01-002","No (Single CSJ)","1",,"Starr",,,,"60647815.45"
"2026-09","186","Master Contract","6508-59-001","6508-59-001","No (Single CSJ)","1",,"Kimble",,,,"428413.75"
"2026-09","187","Master Contract","0187-05-068","0187-05-068","Yes (6 Sub-CSJs)","6",,"Fort Bend",,,,"2028830.34"
"2026-09",,"Sub-CSJ Project","0187-05-068","1043-01-012","Sub-CSJ of 0187-05-068","Sub-CSJ #2",,"Fort Bend",,,,".00"
"2026-09",,"Sub-CSJ Project","0187-05-068","1043-02-005","Sub-CSJ of 0187-05-068","Sub-CSJ #3",,"Fort Bend",,,,".00"
"2026-09",,"Sub-CSJ Project","0187-05-068","1258-02-044","Sub-CSJ of 0187-05-068","Sub-CSJ #4",,"Fort Bend",,,,".00"
"2026-09",,"Sub-CSJ Project","0187-05-068","1687-01-019","Sub-CSJ of 0187-05-068","Sub-CSJ #5",,"Fort Bend",,,,".00"
"2026-09",,"Sub-CSJ Project","0187-05-068","1687-02-010","Sub-CSJ of 0187-05-068","Sub-CSJ #6",,"Fort Bend",,,,".00"
"2026-09","188","Master Contract","6504-32-001","6504-32-001","No (Single CSJ)","1",,"Collin",,,,"112500"
